PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,objectid,object_thumb,object_location,reference_url
"1239","691","CT","Windham","Library Company in Scotland","Socl","1791","","","1830","","0","","0","rec1229","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00691/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00691/full/full/0/default.jpg","http://localhost:4000/items/rec1229.html"
"4426","2524","MA","Boston","Mass. Historical Society","Hist socl","1791","","1884","","1851","7000","1875","23000","rec4350","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02524/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02524/full/full/0/default.jpg","http://localhost:4000/items/rec4350.html"
"5532","5556","PA","Carlisle","Dickinson College - Union Phil. Society","Coll socy","1791","","","1886","1850","4500","1875","9967","rec5453","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05556/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05556/full/full/0/default.jpg","http://localhost:4000/items/rec5453.html"
"5533","5555","PA","Carlisle","Dickinson College - Belles Lettres","Coll socy","1791","","","1886","1850","5000","1875","9771","rec5454","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05555/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05555/full/full/0/default.jpg","http://localhost:4000/items/rec5454.html"
"6132","2319","MD","Baltimore","St. Mary&#39;s Theological Seminary","Rel coll","1791","","1884","","1870","30000","1875","15000","rec6052","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02319/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02319/full/full/0/default.jpg","http://localhost:4000/items/rec6052.html"
"7856","4347","NY","Ballston","Saratoga County Law Library","Co law","1791","","1884","","1875","600","1875","600","rec7770","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04347/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04347/full/full/0/default.jpg","http://localhost:4000/items/rec7770.html"
"116","3802","NH","Amherst","Amherst Library Society","Socl","1792","","","1832","","0","","0","rec113","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03802/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03802/full/full/0/default.jpg","http://localhost:4000/items/rec113.html"
"128","3819","NH","Boscawen","Social Library","Socl","1792","","1811","","1811","127","1811","127","rec123","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03819/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03819/full/full/0/default.jpg","http://localhost:4000/items/rec123.html"
"140","3831","NH","Campton","Social Library","Socl","1792","","1800","","","0","","0","rec135","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03831/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03831/full/full/0/default.jpg","http://localhost:4000/items/rec135.html"
"169","3873","NH","Dover","Social Library Company in Dover","Socl","1792","","1820","","","0","","0","rec163","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03873/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03873/full/full/0/default.jpg","http://localhost:4000/items/rec163.html"
"262","4004","NH","Lyndeborough","Social Library","Socl","1792","","1798","","","0","","0","rec256","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04004/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04004/full/full/0/default.jpg","http://localhost:4000/items/rec256.html"
"325","4102","NH","Rochester","Social Library","Socl","1792","","1891","","1823","400","1875","1700","rec318","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04102/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04102/full/full/0/default.jpg","http://localhost:4000/items/rec318.html"
"564","2573","MA","Boylston Centre","Social Library","Socl","1792","","","1880","1875","372","1845","372","rec557","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02573/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02573/full/full/0/default.jpg","http://localhost:4000/items/rec557.html"
"576","2652","MA","Cohasset","Social Library","Socl","1792","","","1844","","0","","0","rec569","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02652/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02652/full/full/0/default.jpg","http://localhost:4000/items/rec569.html"
"615","2712","MA","Easthampton","Easthampton Library Association","Socl","1792","","","1840","","0","","0","rec608","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02712/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02712/full/full/0/default.jpg","http://localhost:4000/items/rec608.html"
"685","2887","MA","Lunenburg","Social Library","Socl","1792","","1798","","","0","","0","rec678","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02887/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02887/full/full/0/default.jpg","http://localhost:4000/items/rec678.html"
"693","2908","MA","Marlborough","Social Library","Socl","1792","","","1828","","0","","0","rec686","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02908/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02908/full/full/0/default.jpg","http://localhost:4000/items/rec686.html"
"747","3035","MA","Oxford","Society Library","Socl","1792","","","1825","1792","80","1792","80","rec739","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03035/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03035/full/full/0/default.jpg","http://localhost:4000/items/rec739.html"
"802","12297","MA","Stoneham","Stoneham Social Library","Socl","1792","","1853","","","0","","0","rec794","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12297/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12297/full/full/0/default.jpg","http://localhost:4000/items/rec794.html"
"894","6081","RI","Cumberland","Social Library","Socl","1792","","1792","","","0","","0","rec886","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06081/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06081/full/full/0/default.jpg","http://localhost:4000/items/rec886.html"
"985","324","CT","Bozrah","Social Library","Socl","1792","","1792","","","0","","0","rec977","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00324/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00324/full/full/0/default.jpg","http://localhost:4000/items/rec977.html"
"990","330","CT","Bristol","Library of the First Society","Socl","1792","","1792","","","0","","0","rec982","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00330/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00330/full/full/0/default.jpg","http://localhost:4000/items/rec982.html"
"1006","350","CT","Cheshire","Cheshire Library Society","Socl","1792","","","1817","","0","","0","rec998","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00350/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00350/full/full/0/default.jpg","http://localhost:4000/items/rec998.html"
"1015","359","CT","Colebrook","Social Library","Socl","1792","","1806","","1806","160","1806","160","rec1007","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00359/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00359/full/full/0/default.jpg","http://localhost:4000/items/rec1007.html"
"1023","369","CT","Coventry","Social Library","Socl","1792","","1807","","1807","220","1807","220","rec1015","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00369/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00369/full/full/0/default.jpg","http://localhost:4000/items/rec1015.html"
"1025","371","CT","Danbury","Danbury Library","Socl","1792","","1795","","","0","","0","rec1017","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00371/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00371/full/full/0/default.jpg","http://localhost:4000/items/rec1017.html"
"1060","419","CT","Glastonbury","Social Library","Socl","1792","","1816","","1816","300","1816","300","rec1052","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00419/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00419/full/full/0/default.jpg","http://localhost:4000/items/rec1052.html"
"1093","475","CT","Kent","Social Library","Socl","1792","","1800","","1800","200","1800","200","rec1085","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00475/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00475/full/full/0/default.jpg","http://localhost:4000/items/rec1085.html"
"1119","512","CT","Middletown","Social Library","Socl","1792","","1818","","1815","196","1815","196","rec1111","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00512/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00512/full/full/0/default.jpg","http://localhost:4000/items/rec1111.html"
"1122","520","CT","Montville","Library Association","Socl","1792","","1819","","1807","200","1807","200","rec1114","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00520/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00520/full/full/0/default.jpg","http://localhost:4000/items/rec1114.html"
"1135","558","CT","New Milford","Social Library","Socl","1792","","1792","","","0","","0","rec1126","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00558/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00558/full/full/0/default.jpg","http://localhost:4000/items/rec1126.html"
"1137","560","CT","New Preston","Social Library","Socl","1792","","","1804","1792","164","1792","164","rec1128","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00560/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00560/full/full/0/default.jpg","http://localhost:4000/items/rec1128.html"
"1144","571","CT","North Coventry","Social Library","Socl","1792","","1792","","","0","","0","rec1135","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00571/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00571/full/full/0/default.jpg","http://localhost:4000/items/rec1135.html"
"1149","576","CT","North Haven","Northill Library","Socl","1792","","1815","","1800","200","1815","200","rec1140","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00576/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00576/full/full/0/default.jpg","http://localhost:4000/items/rec1140.html"
"1178","614","CT","Saybrook","Social Library","Socl","1792","","1815","","1815","150","1815","150","rec1169","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00614/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00614/full/full/0/default.jpg","http://localhost:4000/items/rec1169.html"
"1201","643","CT","Thompson","Social Library","Socl","1792","","1897","","1797","75","1797","75","rec1192","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00643/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00643/full/full/0/default.jpg","http://localhost:4000/items/rec1192.html"
"1205","648","CT","Voluntown","Social Library","Socl","1792","","1792","","1792","100","1792","100","rec1196","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00648/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00648/full/full/0/default.jpg","http://localhost:4000/items/rec1196.html"
"1257","4310","NY","Albany","Albany Library","Socl","1792","","1858","","1793","650","1858","6000","rec1247","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04310/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04310/full/full/0/default.jpg","http://localhost:4000/items/rec1247.html"
"1392","12475","NJ","Elzizabeth","Elizabeth Town Library Assoc.","Socl","1792","","1802","","","0","","0","rec1380","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12475/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12475/full/full/0/default.jpg","http://localhost:4000/items/rec1380.html"
"1525","5715","PA","Montgomery Twp.","A small circulating Library","Socl","1792","","","1845","","0","","0","rec1511","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05715/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05715/full/full/0/default.jpg","http://localhost:4000/items/rec1511.html"
"2628","3184","MA","Stoneham","Stoneham Circulating Library","Rel socl","1792","","","1859","","0","","0","rec2607","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03184/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03184/full/full/0/default.jpg","http://localhost:4000/items/rec2607.html"
"3723","2244","ME","Warren and Thomaston","Friendly Society on St. George&#39;s River","Socl","1792","","","1799","","0","","0","rec3686","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02244/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02244/full/full/0/default.jpg","http://localhost:4000/items/rec3686.html"
"3725","2243","ME","Waldoboro","Friendly Society of Waldboro","Socy","1792","","1792","","","0","","0","rec3688","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02243/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02243/full/full/0/default.jpg","http://localhost:4000/items/rec3688.html"
"3996","12490","NJ","Morristown","Morritwon County Society for the Promotion of Agric. and Domestic Manufacturers Library","Sci eng socy","1792","","","1812","","0","","0","rec3921","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12490/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12490/full/full/0/default.jpg","http://localhost:4000/items/rec3921.html"
"4045","5823","PA","Philadelphia","Die Mossheimische Gesellschaft","Socl","1792","","1792","","","0","","0","rec3970","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05823/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05823/full/full/0/default.jpg","http://localhost:4000/items/rec3970.html"
"4545","2527","MA","Boston","Society for Promoting Agriculture","Agri socl","1792","","1859","","1815","125","1859","200","rec4468","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02527/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02527/full/full/0/default.jpg","http://localhost:4000/items/rec4468.html"
"5258","746","DC","Georgetown","John Lockwood&#39;s Circulating Library","Comm","1792","","1792","","1792","1000","1792","1000","rec5180","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00746/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00746/full/full/0/default.jpg","http://localhost:4000/items/rec5180.html"
"7238","3026","MA","Norton","Society Library","Church","1792","","","1825","","0","","0","rec7153","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03026/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03026/full/full/0/default.jpg","http://localhost:4000/items/rec7153.html"
